--TOKOROTEN DATA V2
245	127
245.770257945807	151.485780609032
243.128290080722	174.491739671366
236.214055187363	192.556494913255
224.254833995939	211.254833995939
209.556494913255	226.214055187363
192.491739671366	238.128290080722
166.485780609032	241.770257945807
127	246
87.5142193909678	241.770257945807
65.5082603286343	236.128290080722
44.4435050867455	226.214055187363
29.745166004061	211.254833995939
15.7859448126371	194.556494913255
8.87170991927763	176.491739671366
6.22974205419325	153.485780609032
7	129
13.2619816042124	98.8145016955818
19.5239632084247	72.6290033911636
27.7859448126371	45.4435050867455
43.4287558501097	34.1548040693964
57.0715668875823	26.8661030520473
76.7143779250548	19.5774020346982
99.3571889625274	12.2887010173491
128	11
154.642811037473	12.2887010173491
177.285622074945	19.5774020346982
196.928433112418	26.8661030520473
210.57124414989	34.1548040693964
226.214055187363	45.4435050867455
234.476036791575	72.6290033911636
240.738018395788	98.8145016955818
--END OF TOKOROTEN DATA V2
